"","ID","Mz"
"1834",1834,"021809000101700028"
"1835",1835,"021809000101700020"
"1836",1836,"021809000101700024"
"1837",1837,"021809000101700041"
"1838",1838,"021809000101700044A"
"1839",1839,"021809000101901001D"
"1840",1840,"021809000101901001F"
"1841",1841,"021809000101901010X"
"1842",1842,"021809000101901007H"
"1843",1843,"021809000101700051"
"1844",1844,"021809000101700050"
"1845",1845,"021809000101700046"
"1846",1846,"021809000101901010A"
"1847",1847,"021809000101901010C"
"1848",1848,"021809000101901010N"
"1849",1849,"021809000101901010F"
"1850",1850,"021809000101901016A"
"1851",1851,"021809000101901016B"
"1852",1852,"021809000101901014A"
"1853",1853,"021809000101901013A"
"1854",1854,"021809000101901012B"
"1855",1855,"021809000101901012G"
"1856",1856,"021809000101901012H"
"1857",1857,"021809000101901012C"
"1858",1858,"021809000101901010Q"
"1859",1859,"021809000101901019U"
"1860",1860,"021809000101901019S"
"1861",1861,"021809000101901019T"
"1862",1862,"021809000101901017I"
"1863",1863,"021809000101901017J"
"1864",1864,"021809000101901018C"
"1865",1865,"021809000101901019P"
"1866",1866,"021809000101901019Z"
"1867",1867,"021809000101901019Q"
"1868",1868,"021809000101600011A"
"1869",1869,"021809000101600001"
"1870",1870,"021809000101600002A"
"1871",1871,"021809000101600003A"
"1872",1872,"021809000101600001A"
"1873",1873,"021809000101600034"
"1874",1874,"021809000101600033A"
"1875",1875,"021809000101901012I"
"1876",1876,"021809000101901012J"
"1877",1877,"021809000101901018I"
"1878",1878,"021809000101901018H"
"1879",1879,"021809000101903009A"
"1880",1880,"021809000101903009"
"1881",1881,"021809000101903023"
"1882",1882,"021809000101903023A"
"1883",1883,"021809000101904040A"
"1884",1884,"021809000101901007K"
"1885",1885,"021809000101901007L"
"1886",1886,"021809000101904015A"
"1887",1887,"021809000101700014P"
"1888",1888,"021809000101902024L"
"1889",1889,"021809000101902024M"
"1890",1890,"021809000101902024G"
"1891",1891,"021809000101902024F"
"1892",1892,"021809000101902024N"
"1893",1893,"021809000101902014A"
"1894",1894,"021809000101902014B"
"1895",1895,"021809000101902014C"
"1896",1896,"021809000101902015C"
"1897",1897,"021809000101902024J"
"1898",1898,"021809000101902024K"
"1899",1899,"021809000101902024A"
"1900",1900,"021809000101902024I"
"1901",1901,"021809000101902024B"
"1902",1902,"021809000101902024H"
"1903",1903,"021809000101902024D"
"1904",1904,"021809000101902024E"
"1905",1905,"021809000101902015J"
"1906",1906,"021809000101902015I"
"1907",1907,"021809000101902015H"
"1908",1908,"021809000101902015K"
"1909",1909,"021809000101902015G"
"1910",1910,"021809000101902015L"
"1911",1911,"021809000101902015F"
"1912",1912,"021809000101902015E"
"1913",1913,"021809000101902015D"
"1914",1914,"021809000101902015N"
"1915",1915,"021809000101902016E"
"1916",1916,"021809000101902016D"
"1917",1917,"021809000101902016F"
"1918",1918,"021809000101902016C"
"1919",1919,"021809000101902016B"
"1920",1920,"021809000101902016H"
"1921",1921,"021809000101902016A"
"1922",1922,"021809000101902016J"
"1923",1923,"021809000101902034O"
"1924",1924,"021809000101902034H"
"1925",1925,"021809000101902034G"
"1926",1926,"021809000101902034I"
"1927",1927,"021809000101902034F"
"1928",1928,"021809000101902034J"
"1929",1929,"021809000101902034E"
"1930",1930,"021809000101902034L"
"1931",1931,"021809000101902034K"
"1932",1932,"021809000101902034M"
"1933",1933,"021809000101902034A"
"1934",1934,"021809000101902034D"
"1935",1935,"021809000101902034B"
"1936",1936,"021809000101902034C"
"1937",1937,"021809000101800039Q"
"1938",1938,"021809000101800039F"
"1939",1939,"021809000101800002G"
"1940",1940,"021809000101800002E"
"1941",1941,"021809000101801011"
"1942",1942,"021809000101801011A"
"1943",1943,"021809000101801005A"
"1944",1944,"021809000101801005"
"1945",1945,"021809000102100015A"
"1946",1946,"021809000102101049"
"1947",1947,"021809000102101050"
"1948",1948,"021809000102101052"
"1949",1949,"021809000102101053"
"1950",1950,"021809000102101051"
"1951",1951,"021809000102101048D"
"1952",1952,"021809000102101047B"
"1953",1953,"021809000102101054"
"1954",1954,"021809000102101043"
"1955",1955,"021809000102101056"
"1956",1956,"021809000102101046B"
"1957",1957,"021809000102101045"
"1958",1958,"021809000102101042"
"1959",1959,"021809000102101055"
"1960",1960,"021809000102101041"
"1961",1961,"021809000102101044"
"1962",1962,"021809000102101030"
"1963",1963,"021809000102101038"
"1964",1964,"021809000102101031"
"1965",1965,"021809000102101032"
"1966",1966,"021809000102101037"
"1967",1967,"021809000102101028"
"1968",1968,"021809000102101040"
"1969",1969,"021809000102101027"
"1970",1970,"021809000102101025"
"1971",1971,"021809000102101039"
"1972",1972,"021809000102101026"
"1973",1973,"021809000102101033"
"1974",1974,"021809000102101036"
"1975",1975,"021809000102101010"
"1976",1976,"021809000102101024"
"1977",1977,"021809000102101034"
"1978",1978,"021809000102101035"
"1979",1979,"021809000102101012"
"1980",1980,"021809000102101023"
"1981",1981,"021809000102101021"
"1982",1982,"021809000102101009"
"1983",1983,"021809000102101020"
"1984",1984,"021809000102101008"
"1985",1985,"021809000102101014"
"1986",1986,"021809000102101022"
"1987",1987,"021809000102101013"
"1988",1988,"021809000102101007"
"1989",1989,"021809000102101015"
"1990",1990,"021809000102101019"
"1991",1991,"021809000102101017"
"1992",1992,"021809000102101006"
"1993",1993,"021809000102101004"
"1994",1994,"021809000102101016"
"1995",1995,"021809000102101005"
"1996",1996,"021809000102101018"
"1997",1997,"021809000102101003"
"1998",1998,"021809000102101002"
"1999",1999,"021809000102101001"
"2000",2000,"021809000102100001E"
"2001",2001,"021809000102000016"
"2002",2002,"021809000102000001"
"2003",2003,"021809000102000059"
"2004",2004,"021809000102000007"
"2005",2005,"021809000102000008"
"2006",2006,"021809000102000009C"
"2007",2007,"021809000102000013"
"2008",2008,"021809000102000012"
"2009",2009,"021809000102000011"
"2010",2010,"021809000102000010"
"2011",2011,"021809000102100005"
"2012",2012,"021809000102000028"
"2013",2013,"021809000102000040"
"2014",2014,"021809000102000041"
"2015",2015,"021809000102000029"
"2016",2016,"021809000102000039"
"2017",2017,"021809000102000042"
"2018",2018,"021809000102000043"
"2019",2019,"021809000102000053"
"2020",2020,"021809000102000052"
"2021",2021,"021809000102000054"
"2022",2022,"021809000102000055"
"2023",2023,"021809000102000056"
"2024",2024,"021809000102100042B"
"2025",2025,"021809000102100042A"
"2026",2026,"021809000102000033"
"2027",2027,"021809000102100020"
"2028",2028,"021809000102100019"
"2029",2029,"021809000102000030"
"2030",2030,"021809000102000038"
"2031",2031,"021809000102000037A"
"2032",2032,"021809000102000037"
"2033",2033,"021809000102000034"
"2034",2034,"021809000102100021"
"2035",2035,"021809000102100022"
"2036",2036,"021809000102000036A"
"2037",2037,"021809000102000045"
"2038",2038,"021809000102000046"
"2039",2039,"021809000102000049"
"2040",2040,"021809000102100037"
"2041",2041,"021809000102100036"
"2042",2042,"021809000102000060"
"2043",2043,"021809000102000061"
"2044",2044,"021809000102000062"
"2045",2045,"021809000102100045"
"2046",2046,"021809000102100044"
"2047",2047,"021809000102100038"
"2048",2048,"021809000102100039"
"2049",2049,"021809000102100035"
"2050",2050,"021809000102100034"
"2051",2051,"021809000102100033"
"2052",2052,"021809000102100040"
"2053",2053,"021809000102100041"
"2054",2054,"021809000102100042"
"2055",2055,"021809000102100043"
"2056",2056,"021809000102000036"
"2057",2057,"021809000102000035"
"2058",2058,"021809000102100025"
"2059",2059,"021809000102000047"
"2060",2060,"021809000102000048"
"2061",2061,"021809000102100027"
"2062",2062,"021809000102000050"
"2063",2063,"021809000102100041A"
"2064",2064,"021809000102100041C"
"2065",2065,"021809000102100041B"
"2066",2066,"021809000102100023F"
"2067",2067,"021809000102100023A"
"2068",2068,"021809000102100014"
"2069",2069,"021809000102100003C"
"2070",2070,"021809000102100002B"
"2071",2071,"021809000102100003B"
"2072",2072,"021809000102000022"
"2073",2073,"021809000102100010"
"2074",2074,"021809000102100009"
"2075",2075,"021809000102000023"
"2076",2076,"021809000102000024"
"2077",2077,"021809000102100008"
"2078",2078,"021809000102100007"
"2079",2079,"021809000102100006"
"2080",2080,"021809000102100013"
"2081",2081,"021809000102100018"
"2082",2082,"021809000102100017"
"2083",2083,"021809000102100016"
"2084",2084,"021809000102100015"
"2085",2085,"021809000102100026"
"2086",2086,"021809000102100028"
"2087",2087,"021809000102100029"
"2088",2088,"021809000102100031"
"2089",2089,"021809000102100030"
"2090",2090,"021809000102100032A"
"2091",2091,"021809000102100011"
"2092",2092,"021809000102100012"
"2093",2093,"021809000102000032"
"2094",2094,"021809000102000057"
"2095",2095,"021809000102000058A"
"2096",2096,"021809000102000058"
"2097",2097,"021809000102000051"
"2098",2098,"021809000102000002"
"2099",2099,"021809000102000003"
"2100",2100,"021809000102000017"
"2101",2101,"021809000102000027"
"2102",2102,"021809000102000026"
"2103",2103,"021809000102000019"
"2104",2104,"021809000102000018"
"2105",2105,"021809000102000015"
"2106",2106,"021809000102000005"
"2107",2107,"021809000102000006"
"2108",2108,"021809000102000014"
"2109",2109,"021809000102000021"
"2110",2110,"021809000102000020"
"2111",2111,"021809000102000025"
"2112",2112,"021809000102000004D"
"2113",2113,"021809000102000031"
"2114",2114,"021809000102000044"
"2115",2115,"021809000102000055A"
"2116",2116,"021809000102100026A"
"2117",2117,"021809000102100015B"
"2118",2118,"021809000102100023C"
"2119",2119,"021809000102100023D"
"2120",2120,"021809000102100032B"
"2121",2121,"021809000102100001D"
"2122",2122,"021809000102100042C"
"2123",2123,"021809000102101024A"
"2124",2124,"021809000102102033"
"2125",2125,"021809000102102032"
"2126",2126,"021809000102102025"
"2127",2127,"021809000102102035A"
"2128",2128,"021809000102102036"
"2129",2129,"021809000102102039"
"2130",2130,"021809000102102037"
"2131",2131,"021809000102102038"
"2132",2132,"021809000102102043"
"2133",2133,"021809000102102022"
"2134",2134,"021809000102102019"
"2135",2135,"021809000102102018"
"2136",2136,"021809000102102015"
"2137",2137,"021809000102102023"
"2138",2138,"021809000102102017"
"2139",2139,"021809000102102016"
"2140",2140,"021809000102102009"
"2141",2141,"021809000102102008"
"2142",2142,"021809000102102001"
"2143",2143,"021809000102102002"
"2144",2144,"021809000102102003"
"2145",2145,"021809000102102006"
"2146",2146,"021809000102102007"
"2147",2147,"021809000102102010"
"2148",2148,"021809000102102011"
"2149",2149,"021809000102102014"
"2150",2150,"021809000102102013"
"2151",2151,"021809000102100032C"
"2152",2152,"021809000100502026"
"2153",2153,"021809000100502057A"
"2154",2154,"021809000100502057B"
"2155",2155,"021809000100502057"
"2156",2156,"021809000100502057C"
"2157",2157,"021809000100502057E"
"2158",2158,"021809000100502057D"
"2159",2159,"021809000101301009"
"2160",2160,"021809000101301007"
"2161",2161,"021809000101301008"
"2162",2162,"021809000101301006"
"2163",2163,"021809000101301005"
"2164",2164,"021809000101301004"
"2165",2165,"021809000101301002"
"2166",2166,"021809000101301003"
"2167",2167,"021809000101301001"
"2168",2168,"021809000101301011"
"2169",2169,"021809000101301012"
"2170",2170,"021809000101301010"
"2171",2171,"021809000101301013"
"2172",2172,"021809000101301015"
"2173",2173,"021809000101301014"
"2174",2174,"021809000101301017"
"2175",2175,"021809000101301018"
"2176",2176,"021809000101301016"
"2177",2177,"021809000101301019"
"2178",2178,"021809000101301020"
"2179",2179,"021809000101301021"
"2180",2180,"021809000101301023"
"2181",2181,"021809000101301024"
"2182",2182,"021809000101301022"
"2183",2183,"021809000101301025"
"2184",2184,"021809000101301026C"
"2185",2185,"021809000101301030"
"2186",2186,"021809000101301028"
"2187",2187,"021809000101301031"
"2188",2188,"021809000101301035"
"2189",2189,"021809000101301034"
"2190",2190,"021809000101301033"
"2191",2191,"021809000101301036"
"2192",2192,"021809000101301032"
"2193",2193,"021809000101301037"
"2194",2194,"021809000101301040"
"2195",2195,"021809000101301038"
"2196",2196,"021809000101301044B"
"2197",2197,"021809000101301041"
"2198",2198,"021809000101301043"
"2199",2199,"021809000101301042"
"2200",2200,"021809000101301045"
"2201",2201,"021809000101301027B"
"2202",2202,"021809000101301029"
"2203",2203,"021809000101301039"
"2204",2204,"021809000101301046"
"2205",2205,"021809000101301048"
"2206",2206,"021809000101301047"
"2207",2207,"021809000101301049"
"2208",2208,"021809000101301050"
"2209",2209,"021809000101301051"
"2210",2210,"021809000101301053"
"2211",2211,"021809000101301054"
"2212",2212,"021809000101301052"
"2213",2213,"021809000101301055"
"2214",2214,"021809000101301059"
"2215",2215,"021809000101301058"
"2216",2216,"021809000101301057"
"2217",2217,"021809000101301056"
"2218",2218,"021809000101910037"
"2219",2219,"021809000101910031"
"2220",2220,"021809000101910030"
"2221",2221,"021809000101910026"
"2222",2222,"021809000101910038"
"2223",2223,"021809000101910032"
"2224",2224,"021809000101910036"
"2225",2225,"021809000101910033"
"2226",2226,"021809000101910029"
"2227",2227,"021809000101910025"
"2228",2228,"021809000101910022"
"2229",2229,"021809000101910005"
"2230",2230,"021809000101910006"
"2231",2231,"021809000101910039"
"2232",2232,"021809000101910040"
"2233",2233,"021809000101910035"
"2234",2234,"021809000101910034"
"2235",2235,"021809000101910028"
"2236",2236,"021809000101910027"
"2237",2237,"021809000101910024"
"2238",2238,"021809000101910023"
"2239",2239,"021809000101910041"
"2240",2240,"021809000101910042"
"2241",2241,"021809000101910043"
"2242",2242,"021809000101910044"
"2243",2243,"021809000101910045"
"2244",2244,"021809000101910046"
"2245",2245,"021809000101910067"
"2246",2246,"021809000101910069"
"2247",2247,"021809000101910066"
"2248",2248,"021809000101910070"
"2249",2249,"021809000101910068"
"2250",2250,"021809000101910065B"
"2251",2251,"021809000101910064"
"2252",2252,"021809000101910062"
"2253",2253,"021809000101910063"
"2254",2254,"021809000101910061"
"2255",2255,"021809000101910009"
"2256",2256,"021809000101910010A"
"2257",2257,"021809000101910021"
"2258",2258,"021809000101910020"
"2259",2259,"021809000101910019"
"2260",2260,"021809000101910060"
"2261",2261,"021809000101910059"
"2262",2262,"021809000101910058"
"2263",2263,"021809000101910057"
"2264",2264,"021809000101910056"
"2265",2265,"021809000101910051"
"2266",2266,"021809000101910055"
"2267",2267,"021809000101910050"
"2268",2268,"021809000101910047"
"2269",2269,"021809000101910048"
"2270",2270,"021809000101910052"
"2271",2271,"021809000101910053"
"2272",2272,"021809000101910004"
"2273",2273,"021809000101910007"
"2274",2274,"021809000101910008"
"2275",2275,"021809000101910017"
"2276",2276,"021809000101910018"
"2277",2277,"021809000101910016"
"2278",2278,"021809000101910002"
"2279",2279,"021809000101910003"
"2280",2280,"021809000101910054"
"2281",2281,"021809000101909042"
"2282",2282,"021809000101909043"
"2283",2283,"021809000101909045"
"2284",2284,"021809000101909044"
"2285",2285,"021809000101910012"
"2286",2286,"021809000101910013"
"2287",2287,"021809000101910015"
"2288",2288,"021809000101910014"
"2289",2289,"021809000101909046"
"2290",2290,"021809000101909004"
"2291",2291,"021809000101909003"
"2292",2292,"021809000101909005"
"2293",2293,"021809000101909012"
"2294",2294,"021809000101909010"
"2295",2295,"021809000101909011"
"2296",2296,"021809000101909013"
"2297",2297,"021809000101909014"
"2298",2298,"021809000101909017"
"2299",2299,"021809000101909018"
"2300",2300,"021809000101909021"
"2301",2301,"021809000101909022"
"2302",2302,"021809000101909023"
"2303",2303,"021809000101909028"
"2304",2304,"021809000101909029"
"2305",2305,"021809000101909032"
"2306",2306,"021809000101909033"
"2307",2307,"021809000101909041"
"2308",2308,"021809000101909040"
"2309",2309,"021809000101909002"
"2310",2310,"021809000101909006"
"2311",2311,"021809000101909001"
"2312",2312,"021809000101909007"
"2313",2313,"021809000101909009"
"2314",2314,"021809000101909008"
"2315",2315,"021809000101908004"
"2316",2316,"021809000101908003"
"2317",2317,"021809000101908005"
"2318",2318,"021809000101908012"
"2319",2319,"021809000101908013"
"2320",2320,"021809000101909015"
"2321",2321,"021809000101909016"
"2322",2322,"021809000101909019"
"2323",2323,"021809000101909020"
"2324",2324,"021809000101909024"
"2325",2325,"021809000101909025"
"2326",2326,"021809000101909027"
"2327",2327,"021809000101909030"
"2328",2328,"021809000101909035"
"2329",2329,"021809000101909039"
"2330",2330,"021809000101909038"
"2331",2331,"021809000101909034"
"2332",2332,"021809000101909031"
"2333",2333,"021809000101908002"
"2334",2334,"021809000101908007"
"2335",2335,"021809000101908008"
"2336",2336,"021809000101908006"
"2337",2337,"021809000101908011"
"2338",2338,"021809000101908010"
"2339",2339,"021809000101908014"
"2340",2340,"021809000101908015"
"2341",2341,"021809000101908016A"
"2342",2342,"021809000101908028"
"2343",2343,"021809000101908030"
"2344",2344,"021809000101908031"
"2345",2345,"021809000101908032"
"2346",2346,"021809000101908033A"
"2347",2347,"021809000101908034"
"2348",2348,"021809000101908035"
"2349",2349,"021809000101908036"
"2350",2350,"021809000101908037"
"2351",2351,"021809000101908038"
"2352",2352,"021809000101908039"
"2353",2353,"021809000101908040"
"2354",2354,"021809000101908017"
"2355",2355,"021809000101908018"
"2356",2356,"021809000101908019"
"2357",2357,"021809000101908020"
"2358",2358,"021809000101908021"
"2359",2359,"021809000101908025"
"2360",2360,"021809000101908022B"
"2361",2361,"021809000101908024"
"2362",2362,"021809000101908023"
"2363",2363,"021809000101908026"
"2364",2364,"021809000101908027"
"2365",2365,"021809000101908041"
"2366",2366,"021809000101908042"
"2367",2367,"021809000101908043"
"2368",2368,"021809000101908045"
"2369",2369,"021809000101908046"
"2370",2370,"021809000101908044"
"2371",2371,"021809000101908001"
"2372",2372,"021809000101908009"
"2373",2373,"021809000101907001"
"2374",2374,"021809000101907003"
"2375",2375,"021809000101907004"
"2376",2376,"021809000101907005"
"2377",2377,"021809000101907034"
"2378",2378,"021809000101907033"
"2379",2379,"021809000101907035"
"2380",2380,"021809000101907039"
"2381",2381,"021809000101907038"
"2382",2382,"021809000101907040"
"2383",2383,"021809000101907041"
"2384",2384,"021809000101907042"
"2385",2385,"021809000101907032"
"2386",2386,"021809000101907029"
"2387",2387,"021809000101907028"
"2388",2388,"021809000101907024"
"2389",2389,"021809000101907023"
"2390",2390,"021809000101907019"
"2391",2391,"021809000101907006"
"2392",2392,"021809000101907007A"
"2393",2393,"021809000101907015"
"2394",2394,"021809000101907014"
"2395",2395,"021809000101907009"
"2396",2396,"021809000101907010"
"2397",2397,"021809000101907011B"
"2398",2398,"021809000101907013"
"2399",2399,"021809000101907018"
"2400",2400,"021809000101907016"
"2401",2401,"021809000101907020"
"2402",2402,"021809000101907022"
"2403",2403,"021809000101907025B"
"2404",2404,"021809000101907027"
"2405",2405,"021809000101907031"
"2406",2406,"021809000101907030"
"2407",2407,"021809000101907036"
"2408",2408,"021809000101907037"
"2409",2409,"021809000101907043B"
"2410",2410,"021809000101907044"
"2411",2411,"021809000101907047"
"2412",2412,"021809000101907048"
"2413",2413,"021809000101907026"
"2414",2414,"021809000101907021"
"2415",2415,"021809000101907017"
"2416",2416,"021809000101907012"
"2417",2417,"021809000101907049"
"2418",2418,"021809000101907050"
"2419",2419,"021809000101907051"
"2420",2420,"021809000101909047"
"2421",2421,"021809000101907046"
"2422",2422,"021809000101907045"
"2423",2423,"021809000101906041"
"2424",2424,"021809000101906043"
"2425",2425,"021809000101906042"
"2426",2426,"021809000101906045"
"2427",2427,"021809000101906044"
"2428",2428,"021809000101906046"
"2429",2429,"021809000101906047"
"2430",2430,"021809000101906048"
"2431",2431,"021809000101906049"
"2432",2432,"021809000101906050"
"2433",2433,"021809000101906019"
"2434",2434,"021809000101906018"
"2435",2435,"021809000101906017"
"2436",2436,"021809000101906015"
"2437",2437,"021809000101906011"
"2438",2438,"021809000101906020"
"2439",2439,"021809000101906021"
"2440",2440,"021809000101906001"
"2441",2441,"021809000101906003"
"2442",2442,"021809000101906006"
"2443",2443,"021809000101906009"
"2444",2444,"021809000101906008"
"2445",2445,"021809000101906007"
"2446",2446,"021809000101906005"
"2447",2447,"021809000101906004"
"2448",2448,"021809000101906002"
"2449",2449,"021809000101906016"
"2450",2450,"021809000101906014"
"2451",2451,"021809000101906012"
"2452",2452,"021809000101906010"
"2453",2453,"021809000101906023"
"2454",2454,"021809000101906022"
"2455",2455,"021809000101906040"
"2456",2456,"021809000101906039"
"2457",2457,"021809000101906024"
"2458",2458,"021809000101906038"
"2459",2459,"021809000101906037"
"2460",2460,"021809000101906026"
"2461",2461,"021809000101906025"
"2462",2462,"021809000101906028"
"2463",2463,"021809000101906036"
"2464",2464,"021809000101906029"
"2465",2465,"021809000101906035"
"2466",2466,"021809000101906034"
"2467",2467,"021809000101906027B"
"2468",2468,"021809000101906030"
"2469",2469,"021809000101906032"
"2470",2470,"021809000101907002"
"2471",2471,"021809000101903011C"
"2472",2472,"021809000101903011A"
"2473",2473,"021809000101903011B"
"2474",2474,"021809000101909036"
"2475",2475,"021809000101909037"
"2476",2476,"021809000101909026"
"2477",2477,"021809000101903021A"
"2478",2478,"021809000101903021B"
"2479",2479,"021809000101903025D"
"2480",2480,"021809000101903025C"
"2481",2481,"021809000101903025B"
"2482",2482,"021809000101903025A"
"2483",2483,"021809000101800039R"
"2484",2484,"021809000100200001A"
"2485",2485,"021809000100200001"
"2486",2486,"021809000100200008B"
"2487",2487,"021809000100200019D"
"2488",2488,"021809000101100035D"
"2489",2489,"021809000100300003A"
"2490",2490,"021809000100300004A"
"2491",2491,"021809000100300006A"
"2492",2492,"021809000100300012"
"2493",2493,"021809000100300025E"
"2494",2494,"021809000100300025F"
"2495",2495,"021809000100300025G"
"2496",2496,"021809000100300027F"
"2497",2497,"021809000100300027D"
"2498",2498,"021809000100300027E"
"2499",2499,"021809000100300029B"
"2500",2500,"021809000100300033A"
"2501",2501,"021809000100300034"
"2502",2502,"021809000100300050A"
"2503",2503,"021809000100700001E"
"2504",2504,"021809000100700057A"
"2505",2505,"021809000100700057"
"2506",2506,"021809000101300051B"
"2507",2507,"021809000101400022B"
"2508",2508,"021809000101400047B"
"2509",2509,"021809000101400056B"
"2510",2510,"021809000101400059D"
"2511",2511,"021809000101400060C"
"2512",2512,"021809000101400060D"
"2513",2513,"021809000101907011A"
"2514",2514,"021809000101907025A"
"2515",2515,"021809000101907043A"
"2516",2516,"021809000100501001I"
"2517",2517,"021809000100501001F"
"2518",2518,"021809000100501001G"
"2519",2519,"021809000100501001H"
"2520",2520,"021809000100501001J"
"2521",2521,"021809000100501001K"
"2522",2522,"021809000100501012J"
"2523",2523,"021809000100501012I"
"2524",2524,"021809000100501012L"
"2525",2525,"021809000100501012K"
"2526",2526,"021809000100501025B"
"2527",2527,"021809000100501031B"
"2528",2528,"021809000100501032A"
"2529",2529,"021809000100501032"
"2530",2530,"021809000100501044A"
"2531",2531,"021809000100501045"
"2532",2532,"021809000100501045A"
"2533",2533,"021809000100502051A"
"2534",2534,"021809000100503001D"
"2535",2535,"021809000100503001E"
"2536",2536,"021809000100503002D"
"2537",2537,"021809000100503002E"
"2538",2538,"021809000100503005C"
"2539",2539,"021809000100503005D"
"2540",2540,"021809000100503005E"
"2541",2541,"021809000100503005G"
"2542",2542,"021809000100503005F"
"2543",2543,"021809000100503007I"
"2544",2544,"021809000100503007J"
"2545",2545,"021809000101200016A"
"2546",2546,"021809000101200016B"
"2547",2547,"021809000101200016C"
"2548",2548,"021809000101200033D"
"2549",2549,"021809000101301026A"
"2550",2550,"021809000101301026B"
"2551",2551,"021809000101301027A"
"2552",2552,"021809000101301027C"
"2553",2553,"021809000101301044A"
"2554",2554,"021809000101908016B"
"2555",2555,"021809000101908022A"
"2556",2556,"021809000101908033B"
"2557",2557,"021809000100900039A"
"2558",2558,"021809000100900039"
"2559",2559,"021809000100900040A"
"2560",2560,"021809000101910001A"
"2561",2561,"021809000101910001"
"2562",2562,"021809000101910011A"
"2563",2563,"021809000101910049A"
"2564",2564,"021809000101910049"
"2565",2565,"021809000101910065A"
"2566",2566,"021809000101902014D"
"2567",2567,"021809000101902015P"
"2568",2568,"021809000101902015O"
"2569",2569,"021809000101902015R"
"2570",2570,"021809000101902015Q"
"2571",2571,"021809000101902016I"
"2572",2572,"021809000101902016G"
"2573",2573,"021809000101902016O"
"2574",2574,"021809000101902016N"
"2575",2575,"021809000101902016M"
"2576",2576,"021809000101902016L"
"2577",2577,"021809000101902016K"
"2578",2578,"021809000101902017A"
"2579",2579,"021809000101902034N"
"2580",2580,"021809000101902035A"
"2581",2581,"021809000101902040A"
"2582",2582,"021809000101902039"
"2583",2583,"021809000101902009A"
"2584",2584,"021809000101902009"
"2585",2585,"021809000100200007A"
"2586",2586,"021809000102101011"
"2587",2587,"021809000102101011A"
"2588",2588,"021809000102101029A"
"2589",2589,"021809000102101029B"
"2590",2590,"021809000102101029C"
"2591",2591,"021809000102101029D"
"2592",2592,"021809000102101046A"
"2593",2593,"021809000102101047A"
"2594",2594,"021809000102101047C"
"2595",2595,"021809000102101048A"
"2596",2596,"021809000102101048B"
"2597",2597,"021809000102101048C"
"2598",2598,"021809000102101029F"
"2599",2599,"021809000102101029E"
"2600",2600,"021809000101900022A"
"2601",2601,"021809000101900022B"
"2602",2602,"021809000100600016B"
"2603",2603,"021809000100600030A"
"2604",2604,"021809000100600030"
"2605",2605,"021809000100600037"
"2606",2606,"021809000100600037A"
"2607",2607,"021809000100800056"
"2608",2608,"021809000100800055"
"2609",2609,"021809000102000004E"
"2610",2610,"021809000101800016A"
"2611",2611,"021809000101800024C"
"2612",2612,"021809000101800024D"
"2613",2613,"021809000101800039T"
"2614",2614,"021809000101800039U"
"2615",2615,"021809000101800039V"
"2616",2616,"021809000101800053D"
"2617",2617,"021809000101800053B"
"2618",2618,"021809000101800053F"
"2619",2619,"021809000101800053C"
"2620",2620,"021809000101800053E"
"2621",2621,"021809000101800053J"
"2622",2622,"021809000101800053G"
"2623",2623,"021809000101800053H"
"2624",2624,"021809000101800063H"
"2625",2625,"021809000102102004C"
"2626",2626,"021809000102102004B"
"2627",2627,"021809000102102004A"
"2628",2628,"021809000102102004"
"2629",2629,"021809000102102005A"
"2630",2630,"021809000102102005"
"2631",2631,"021809000102102012A"
"2632",2632,"021809000102102012"
"2633",2633,"021809000102102020A"
"2634",2634,"021809000102102020B"
"2635",2635,"021809000102102020C"
"2636",2636,"021809000102102020"
"2637",2637,"021809000102102021A"
"2638",2638,"021809000102102021"
"2639",2639,"021809000102102024A"
"2640",2640,"021809000102102024"
"2641",2641,"021809000102102026A"
"2642",2642,"021809000102102026"
"2643",2643,"021809000102102027A"
"2644",2644,"021809000102102027"
"2645",2645,"021809000102102028B"
"2646",2646,"021809000102102028A"
"2647",2647,"021809000102102029A"
"2648",2648,"021809000102102029"
"2649",2649,"021809000102102030A"
"2650",2650,"021809000102102030"
"2651",2651,"021809000102102031A"
"2652",2652,"021809000102102031"
"2653",2653,"021809000102102034"
"2654",2654,"021809000102102034B"
"2655",2655,"021809000102102034A"
"2656",2656,"021809000102102034D"
"2657",2657,"021809000102102034C"
"2658",2658,"021809000102102034J"
"2659",2659,"021809000102102034E"
"2660",2660,"021809000102102034K"
"2661",2661,"021809000102102034F"
"2662",2662,"021809000102102034G"
"2663",2663,"021809000102102034I"
"2664",2664,"021809000102102034H"
"2665",2665,"021809000102102041A"
"2666",2666,"021809000102102041B"
"2667",2667,"021809000102102040"
"2668",2668,"021809000102102040A"
"2669",2669,"021809000102102042A"
"2670",2670,"021809000102102042B"
"2671",2671,"021809000102102042C"
"2672",2672,"021809000102102042D"
"2673",2673,"021809000102102042F"
"2674",2674,"021809000102102042E"
"2675",2675,"021809000102102043A"
"2676",2676,"021809000102102043B"
"2677",2677,"021809000102102044C"
"2678",2678,"021809000102102044A"
"2679",2679,"021809000102102044E"
"2680",2680,"021809000102102044D"
"2681",2681,"021809000102102044B"
"2682",2682,"021809000102102044G"
"2683",2683,"021809000102102044I"
"2684",2684,"021809000102102044H"
"2685",2685,"021809000100400034A"
"2686",2686,"021809000100400050A"
