fid,UBIGEO,CODDPTO,NOMBDPTO,CODPROV,NOMBPROV,CODDIST,NOMBDIST,CODCCPP,NOMCCPP,CODZONA,SUFZONA,CODMZNA,SUFMZNA,CIUDAD,IDMANZANA,ID
"1048","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","058",,CHIMBOTE,"02180901400058","1048"
"1049","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","043",,CHIMBOTE,"02180901100043","1049"
"1050","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","049",,CHIMBOTE,"02180901100049","1050"
"1051","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","048",,CHIMBOTE,"02180901100048","1051"
"1052","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","034",,CHIMBOTE,"02180901500034","1052"
"1053","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","038",,CHIMBOTE,"02180901500038","1053"
"1054","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","012",,CHIMBOTE,"02180901500012","1054"
"1055","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","035",,CHIMBOTE,"02180901500035","1055"
"1056","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","039",,CHIMBOTE,"02180901500039","1056"
"1057","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","032",,CHIMBOTE,"02180901500032","1057"
"1058","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","025",,CHIMBOTE,"02180901200025","1058"
"1059","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","026",A,CHIMBOTE,02180901200026A,"1059"
"1060","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","027",,CHIMBOTE,"02180901200027","1060"
"1061","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","028",A,CHIMBOTE,02180901200028A,"1061"
"1062","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","029",,CHIMBOTE,"02180901200029","1062"
"1063","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","030",,CHIMBOTE,"02180901200030","1063"
"1064","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","031",A,CHIMBOTE,02180901200031A,"1064"
"1065","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","032",A,CHIMBOTE,02180901200032A,"1065"
"1066","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","052",A,CHIMBOTE,02180901200052A,"1066"
"1067","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","053",,CHIMBOTE,"02180901200053","1067"
"1068","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","057",A,CHIMBOTE,02180901200057A,"1068"
"1069","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","047",,CHIMBOTE,"02180901300047","1069"
"1070","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","052",,CHIMBOTE,"02180901300052","1070"
"1071","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","052",A,CHIMBOTE,02180901300052A,"1071"
"1072","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","053",A,CHIMBOTE,02180901300053A,"1072"
"1073","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","053",,CHIMBOTE,"02180901300053","1073"
"1074","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","035",A,CHIMBOTE,02180901400035A,"1074"
"1075","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","035",,CHIMBOTE,"02180901400035","1075"
"1076","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","045",,CHIMBOTE,"02180901400045","1076"
"1077","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","034",,CHIMBOTE,"02180901100034","1077"
"1078","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","036",,CHIMBOTE,"02180901100036","1078"
"1079","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","037",,CHIMBOTE,"02180901100037","1079"
"1080","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","060",A,CHIMBOTE,02180901100060A,"1080"
"1081","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","061",A,CHIMBOTE,02180901100061A,"1081"
"1082","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","061",,CHIMBOTE,"02180901100061","1082"
"1083","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","062",C,CHIMBOTE,02180901100062C,"1083"
"1084","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","063",,CHIMBOTE,"02180901100063","1084"
"1085","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","045",A,CHIMBOTE,02180901400045A,"1085"
"1086","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","060",B,CHIMBOTE,02180901400060B,"1086"
"1087","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","038",,CHIMBOTE,"02180901100038","1087"
"1088","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","001",A,CHIMBOTE,02180901500001A,"1088"
"1089","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","006",,CHIMBOTE,"02180901500006","1089"
"1090","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","008",,CHIMBOTE,"02180901500008","1090"
"1091","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","002",,CHIMBOTE,"02180901500002","1091"
"1092","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","005",,CHIMBOTE,"02180901500005","1092"
"1093","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","011",C,CHIMBOTE,02180901500011C,"1093"
"1094","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","061",,CHIMBOTE,"02180901500061","1094"
"1095","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","059",,CHIMBOTE,"02180901500059","1095"
"1096","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","060",,CHIMBOTE,"02180901500060","1096"
"1097","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","057",,CHIMBOTE,"02180901500057","1097"
"1098","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","058",,CHIMBOTE,"02180901500058","1098"
"1099","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","010",A,CHIMBOTE,02180901500010A,"1099"
"1100","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","009",,CHIMBOTE,"02180901500009","1100"
"1101","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","054",,CHIMBOTE,"02180901500054","1101"
"1102","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","055",,CHIMBOTE,"02180901500055","1102"
"1103","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","056",,CHIMBOTE,"02180901500056","1103"
"1104","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","014",,CHIMBOTE,"02180901500014","1104"
"1105","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","013",,CHIMBOTE,"02180901500013","1105"
"1106","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","003",,CHIMBOTE,"02180901500003","1106"
"1107","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","004",,CHIMBOTE,"02180901500004","1107"
"1108","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","053",A,CHIMBOTE,02180901500053A,"1108"
"1109","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","015",,CHIMBOTE,"02180901500015","1109"
"1110","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","016",,CHIMBOTE,"02180901500016","1110"
"1111","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","017",,CHIMBOTE,"02180901500017","1111"
"1112","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","018",A,CHIMBOTE,02180901500018A,"1112"
"1113","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","019",,CHIMBOTE,"02180901500019","1113"
"1114","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","020",,CHIMBOTE,"02180901500020","1114"
"1115","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","021",A,CHIMBOTE,02180901500021A,"1115"
"1116","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","051",,CHIMBOTE,"02180901500051","1116"
"1117","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","022",,CHIMBOTE,"02180901500022","1117"
"1118","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","050",,CHIMBOTE,"02180901500050","1118"
"1119","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","027",,CHIMBOTE,"02180901500027","1119"
"1120","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","028",,CHIMBOTE,"02180901500028","1120"
"1121","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","037",,CHIMBOTE,"02180901500037","1121"
"1122","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","036",,CHIMBOTE,"02180901500036","1122"
"1123","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","006",,CHIMBOTE,"02180901400006","1123"
"1124","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","007",,CHIMBOTE,"02180901400007","1124"
"1125","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","008",,CHIMBOTE,"02180901400008","1125"
"1126","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","009",,CHIMBOTE,"02180901400009","1126"
"1127","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","010",,CHIMBOTE,"02180901400010","1127"
"1128","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","011",,CHIMBOTE,"02180901400011","1128"
"1129","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","012",,CHIMBOTE,"02180901400012","1129"
"1130","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","013",,CHIMBOTE,"02180901400013","1130"
"1131","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","014",,CHIMBOTE,"02180901400014","1131"
"1132","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","015",,CHIMBOTE,"02180901400015","1132"
"1133","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","016",,CHIMBOTE,"02180901400016","1133"
"1134","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","017",,CHIMBOTE,"02180901400017","1134"
"1135","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","018",,CHIMBOTE,"02180901400018","1135"
"1136","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","019",A,CHIMBOTE,02180901400019A,"1136"
"1137","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","021",,CHIMBOTE,"02180901400021","1137"
"1138","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","022",A,CHIMBOTE,02180901400022A,"1138"
"1139","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","023",A,CHIMBOTE,02180901400023A,"1139"
"1140","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","024",,CHIMBOTE,"02180901400024","1140"
"1141","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","034",A,CHIMBOTE,02180901200034A,"1141"
"1142","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","035",,CHIMBOTE,"02180901200035","1142"
"1143","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","036",A,CHIMBOTE,02180901200036A,"1143"
"1144","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","037",,CHIMBOTE,"02180901200037","1144"
"1145","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","038",,CHIMBOTE,"02180901200038","1145"
"1146","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","039",A,CHIMBOTE,02180901200039A,"1146"
"1147","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","040",,CHIMBOTE,"02180901200040","1147"
"1148","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","041",,CHIMBOTE,"02180901200041","1148"
"1149","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","042",A,CHIMBOTE,02180901200042A,"1149"
"1150","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","043",,CHIMBOTE,"02180901200043","1150"
"1151","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","044",A,CHIMBOTE,02180901200044A,"1151"
"1152","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","045",,CHIMBOTE,"02180901200045","1152"
"1153","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","046",,CHIMBOTE,"02180901200046","1153"
"1154","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","047",,CHIMBOTE,"02180901200047","1154"
"1155","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","046",A,CHIMBOTE,02180901200046A,"1155"
"1156","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","033",,CHIMBOTE,"02180901500033","1156"
"1157","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","001",L,CHIMBOTE,02180901100001L,"1157"
"1158","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","024",,CHIMBOTE,"02180901100024","1158"
"1159","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","025",,CHIMBOTE,"02180901100025","1159"
"1160","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","026",,CHIMBOTE,"02180901100026","1160"
"1161","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","027",,CHIMBOTE,"02180901100027","1161"
"1162","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","028",,CHIMBOTE,"02180901100028","1162"
"1163","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","029",,CHIMBOTE,"02180901100029","1163"
"1164","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","030",,CHIMBOTE,"02180901100030","1164"
"1165","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","031",,CHIMBOTE,"02180901100031","1165"
"1166","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","032",,CHIMBOTE,"02180901100032","1166"
"1167","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","033",,CHIMBOTE,"02180901100033","1167"
"1168","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","039",,CHIMBOTE,"02180901400039","1168"
"1169","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","040",,CHIMBOTE,"02180901400040","1169"
"1170","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","041",,CHIMBOTE,"02180901400041","1170"
"1171","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","042",,CHIMBOTE,"02180901400042","1171"
"1172","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","043",,CHIMBOTE,"02180901400043","1172"
"1173","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","044",,CHIMBOTE,"02180901400044","1173"
"1174","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","046",,CHIMBOTE,"02180901400046","1174"
"1175","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","047",A,CHIMBOTE,02180901400047A,"1175"
"1176","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","048",,CHIMBOTE,"02180901400048","1176"
"1177","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","049",,CHIMBOTE,"02180901400049","1177"
"1178","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","050",,CHIMBOTE,"02180901400050","1178"
"1179","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","051",,CHIMBOTE,"02180901400051","1179"
"1180","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","052",,CHIMBOTE,"02180901400052","1180"
"1181","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","053",,CHIMBOTE,"02180901400053","1181"
"1182","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","047",,CHIMBOTE,"02180901100047","1182"
"1183","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","046",,CHIMBOTE,"02180901100046","1183"
"1184","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","045",,CHIMBOTE,"02180901100045","1184"
"1185","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","044",,CHIMBOTE,"02180901100044","1185"
"1186","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","001",,CHIMBOTE,"02180901200001","1186"
"1187","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","002",,CHIMBOTE,"02180901200002","1187"
"1188","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","003",,CHIMBOTE,"02180901200003","1188"
"1189","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","004",,CHIMBOTE,"02180901200004","1189"
"1190","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","005",A,CHIMBOTE,02180901200005A,"1190"
"1191","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","006",,CHIMBOTE,"02180901200006","1191"
"1192","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","007",,CHIMBOTE,"02180901200007","1192"
"1193","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","008",,CHIMBOTE,"02180901200008","1193"
"1194","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","009",A,CHIMBOTE,02180901200009A,"1194"
"1195","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","010",A,CHIMBOTE,02180901200010A,"1195"
"1196","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","011",,CHIMBOTE,"02180901200011","1196"
"1197","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","012",,CHIMBOTE,"02180901200012","1197"
"1198","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","013",A,CHIMBOTE,02180901200013A,"1198"
"1199","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","014",,CHIMBOTE,"02180901200014","1199"
"1200","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","015",,CHIMBOTE,"02180901200015","1200"
"1201","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","017",,CHIMBOTE,"02180901200017","1201"
"1202","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","018",,CHIMBOTE,"02180901200018","1202"
"1203","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","019",A,CHIMBOTE,02180901200019A,"1203"
"1204","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","020",,CHIMBOTE,"02180901200020","1204"
"1205","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","021",A,CHIMBOTE,02180901200021A,"1205"
"1206","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","022",,CHIMBOTE,"02180901200022","1206"
"1207","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","023",,CHIMBOTE,"02180901200023","1207"
"1208","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","024",,CHIMBOTE,"02180901200024","1208"
"1209","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","058",B,CHIMBOTE,02180901200058B,"1209"
"1210","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","001",,CHIMBOTE,"02180901300001","1210"
"1211","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","005",,CHIMBOTE,"02180901300005","1211"
"1212","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","006",,CHIMBOTE,"02180901300006","1212"
"1213","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","009",A,CHIMBOTE,02180901300009A,"1213"
"1214","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","010",,CHIMBOTE,"02180901300010","1214"
"1215","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","011",,CHIMBOTE,"02180901300011","1215"
