fid,UBIGEO,CODDPTO,NOMBDPTO,CODPROV,NOMBPROV,CODDIST,NOMBDIST,CODCCPP,NOMCCPP,CODZONA,SUFZONA,CODMZNA,SUFMZNA,CIUDAD,IDMANZANA,ID
"1216","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","002",A,CHIMBOTE,02180901300002A,"1216"
"1217","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","003",,CHIMBOTE,"02180901300003","1217"
"1218","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","004",,CHIMBOTE,"02180901300004","1218"
"1219","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","007",,CHIMBOTE,"02180901300007","1219"
"1220","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","008",,CHIMBOTE,"02180901300008","1220"
"1221","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","012",,CHIMBOTE,"02180901300012","1221"
"1222","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","013",,CHIMBOTE,"02180901300013","1222"
"1223","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","014",,CHIMBOTE,"02180901300014","1223"
"1224","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","015",,CHIMBOTE,"02180901300015","1224"
"1225","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","016",,CHIMBOTE,"02180901300016","1225"
"1226","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","017",,CHIMBOTE,"02180901300017","1226"
"1227","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","018",,CHIMBOTE,"02180901300018","1227"
"1228","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","019",A,CHIMBOTE,02180901300019A,"1228"
"1229","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","021",,CHIMBOTE,"02180901300021","1229"
"1230","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","020",,CHIMBOTE,"02180901300020","1230"
"1231","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","022",A,CHIMBOTE,02180901300022A,"1231"
"1232","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","023",,CHIMBOTE,"02180901300023","1232"
"1233","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","024",,CHIMBOTE,"02180901300024","1233"
"1234","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","025",,CHIMBOTE,"02180901300025","1234"
"1235","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","027",,CHIMBOTE,"02180901300027","1235"
"1236","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","028",,CHIMBOTE,"02180901300028","1236"
"1237","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","029",B,CHIMBOTE,02180901300029B,"1237"
"1238","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","031",A,CHIMBOTE,02180901300031A,"1238"
"1239","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","032",A,CHIMBOTE,02180901300032A,"1239"
"1240","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","033",,CHIMBOTE,"02180901300033","1240"
"1241","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","024",A,CHIMBOTE,02180901300024A,"1241"
"1242","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","035",,CHIMBOTE,"02180901300035","1242"
"1243","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","036",,CHIMBOTE,"02180901300036","1243"
"1244","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","037",,CHIMBOTE,"02180901300037","1244"
"1245","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","038",,CHIMBOTE,"02180901300038","1245"
"1246","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","039",,CHIMBOTE,"02180901300039","1246"
"1247","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","040",,CHIMBOTE,"02180901300040","1247"
"1248","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","041",,CHIMBOTE,"02180901300041","1248"
"1249","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","005",,CHIMBOTE,"02180901400005","1249"
"1250","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","042",,CHIMBOTE,"02180901300042","1250"
"1251","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","043",,CHIMBOTE,"02180901300043","1251"
"1252","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","044",A,CHIMBOTE,02180901300044A,"1252"
"1253","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","045",,CHIMBOTE,"02180901300045","1253"
"1254","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","046",,CHIMBOTE,"02180901300046","1254"
"1255","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","048",A,CHIMBOTE,02180901300048A,"1255"
"1256","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","061",A,CHIMBOTE,02180901300061A,"1256"
"1257","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","059",A,CHIMBOTE,02180901300059A,"1257"
"1258","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","048",B,CHIMBOTE,02180901300048B,"1258"
"1259","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","049",A,CHIMBOTE,02180901300049A,"1259"
"1260","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","049",B,CHIMBOTE,02180901300049B,"1260"
"1261","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","058",,CHIMBOTE,"02180901300058","1261"
"1262","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","050",,CHIMBOTE,"02180901300050","1262"
"1263","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","057",,CHIMBOTE,"02180901300057","1263"
"1264","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","051",A,CHIMBOTE,02180901300051A,"1264"
"1265","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","055",,CHIMBOTE,"02180901300055","1265"
"1266","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","054",,CHIMBOTE,"02180901300054","1266"
"1267","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","034",,CHIMBOTE,"02180901300034","1267"
"1268","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","001",A,CHIMBOTE,02180901400001A,"1268"
"1269","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","003",,CHIMBOTE,"02180901400003","1269"
"1270","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","004",,CHIMBOTE,"02180901400004","1270"
"1271","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","027",,CHIMBOTE,"02180901400027","1271"
"1272","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","028",,CHIMBOTE,"02180901400028","1272"
"1273","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","029",,CHIMBOTE,"02180901400029","1273"
"1274","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","030",,CHIMBOTE,"02180901400030","1274"
"1275","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","031",,CHIMBOTE,"02180901400031","1275"
"1276","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","032",A,CHIMBOTE,02180901400032A,"1276"
"1277","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","034",,CHIMBOTE,"02180901400034","1277"
"1278","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","036",,CHIMBOTE,"02180901400036","1278"
"1279","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","037",,CHIMBOTE,"02180901400037","1279"
"1280","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"014","00","038",,CHIMBOTE,"02180901400038","1280"
"1281","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","001",,CHIMBOTE,"02180901100001","1281"
"1282","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","035",E,CHIMBOTE,02180901100035E,"1282"
"1283","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","022",A,CHIMBOTE,02180901100022A,"1283"
"1284","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","022",B,CHIMBOTE,02180901100022B,"1284"
"1285","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","011",,CHIMBOTE,"02180901100011","1285"
"1286","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"011","00","035",B,CHIMBOTE,02180901100035B,"1286"
"1287","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","048",B,CHIMBOTE,02180901200048B,"1287"
"1288","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","048",A,CHIMBOTE,02180901200048A,"1288"
"1289","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","040",,CHIMBOTE,"02180901500040","1289"
"1290","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","040",A,CHIMBOTE,02180901500040A,"1290"
"1291","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","030",B,CHIMBOTE,02180901300030B,"1291"
"1292","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","030",A,CHIMBOTE,02180901300030A,"1292"
"1293","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","056",F,CHIMBOTE,02180901300056F,"1293"
"1294","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"013","00","056",G,CHIMBOTE,02180901300056G,"1294"
"1295","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","052",A,CHIMBOTE,02180901500052A,"1295"
"1296","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","052",,CHIMBOTE,"02180901500052","1296"
"1297","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","029",A,CHIMBOTE,02180901500029A,"1297"
"1298","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","029",,CHIMBOTE,"02180901500029","1298"
"1299","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","031",,CHIMBOTE,"02180901500031","1299"
"1300","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"015","00","031",A,CHIMBOTE,02180901500031A,"1300"
"1301","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","033",C,CHIMBOTE,02180901200033C,"1301"
"1302","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"012","00","033",B,CHIMBOTE,02180901200033B,"1302"
"1303","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"016","00","011",C,CHIMBOTE,02180901600011C,"1303"
"1304","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"016","00","036",A,CHIMBOTE,02180901600036A,"1304"
"1305","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"016","00","036",,CHIMBOTE,"02180901600036","1305"
"1306","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","031",,CHIMBOTE,"02180901700031","1306"
"1307","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","018",E,CHIMBOTE,02180901700018E,"1307"
"1308","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","023",C,CHIMBOTE,02180901700023C,"1308"
"1309","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","013",,CHIMBOTE,"02180901700013","1309"
"1310","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","014",,CHIMBOTE,"02180901700014","1310"
"1311","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","033",A,CHIMBOTE,02180901700033A,"1311"
"1312","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","033",,CHIMBOTE,"02180901700033","1312"
"1313","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","042",,CHIMBOTE,"02180901700042","1313"
"1314","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","042",A,CHIMBOTE,02180901700042A,"1314"
"1315","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","012",D,CHIMBOTE,02180901700012D,"1315"
"1316","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"017","00","012",E,CHIMBOTE,02180901700012E,"1316"
"1317","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","008",A,CHIMBOTE,02180901800008A,"1317"
"1318","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","008",,CHIMBOTE,"02180901800008","1318"
"1319","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","008",B,CHIMBOTE,02180901800008B,"1319"
"1320","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","002",D,CHIMBOTE,02180901800002D,"1320"
"1321","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","004",B,CHIMBOTE,02180901800004B,"1321"
"1322","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"018","00","002",C,CHIMBOTE,02180901800002C,"1322"
"1323","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",Y,CHIMBOTE,02180901901010Y,"1323"
"1324","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",P,CHIMBOTE,02180901901010P,"1324"
"1325","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",O,CHIMBOTE,02180901901010O,"1325"
"1326","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",R,CHIMBOTE,02180901901010R,"1326"
"1327","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",S,CHIMBOTE,02180901901010S,"1327"
"1328","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",V,CHIMBOTE,02180901901010V,"1328"
"1329","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",J,CHIMBOTE,02180901901010J,"1329"
"1330","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",W,CHIMBOTE,02180901901010W,"1330"
"1331","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",U,CHIMBOTE,02180901901010U,"1331"
"1332","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","010",T,CHIMBOTE,02180901901010T,"1332"
"1333","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",H,CHIMBOTE,02180901901009H,"1333"
"1334","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",K,CHIMBOTE,02180901901009K,"1334"
"1335","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",O,CHIMBOTE,02180901901009O,"1335"
"1336","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",N,CHIMBOTE,02180901901009N,"1336"
"1337","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",P,CHIMBOTE,02180901901009P,"1337"
"1338","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","01","009",J,CHIMBOTE,02180901901009J,"1338"
"1339","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","037",A,CHIMBOTE,02180901902037A,"1339"
"1340","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","036",,CHIMBOTE,"02180901902036","1340"
"1341","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","043",,CHIMBOTE,"02180901902043","1341"
"1342","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","044",,CHIMBOTE,"02180901902044","1342"
"1343","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","035",B,CHIMBOTE,02180901902035B,"1343"
"1344","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","045",,CHIMBOTE,"02180901902045","1344"
"1345","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","049",,CHIMBOTE,"02180901902049","1345"
"1346","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","046",,CHIMBOTE,"02180901902046","1346"
"1347","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","017",B,CHIMBOTE,02180901902017B,"1347"
"1348","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","047",,CHIMBOTE,"02180901902047","1348"
"1349","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","032",,CHIMBOTE,"02180901902032","1349"
"1350","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","048",,CHIMBOTE,"02180901902048","1350"
"1351","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","031",,CHIMBOTE,"02180901902031","1351"
"1352","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","033",,CHIMBOTE,"02180901902033","1352"
"1353","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","018",,CHIMBOTE,"02180901902018","1353"
"1354","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","030",,CHIMBOTE,"02180901902030","1354"
"1355","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","019",,CHIMBOTE,"02180901902019","1355"
"1356","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","014",E,CHIMBOTE,02180901902014E,"1356"
"1357","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","012",,CHIMBOTE,"02180901902012","1357"
"1358","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","029",,CHIMBOTE,"02180901902029","1358"
"1359","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","011",,CHIMBOTE,"02180901902011","1359"
"1360","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","028",,CHIMBOTE,"02180901902028","1360"
"1361","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","020",A,CHIMBOTE,02180901902020A,"1361"
"1362","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","013",,CHIMBOTE,"02180901902013","1362"
"1363","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","021",,CHIMBOTE,"02180901902021","1363"
"1364","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","027",,CHIMBOTE,"02180901902027","1364"
"1365","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","010",,CHIMBOTE,"02180901902010","1365"
"1366","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","004",,CHIMBOTE,"02180901902004","1366"
"1367","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","023",,CHIMBOTE,"02180901902023","1367"
"1368","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","005",,CHIMBOTE,"02180901902005","1368"
"1369","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","008",,CHIMBOTE,"02180901902008","1369"
"1370","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","022",,CHIMBOTE,"02180901902022","1370"
"1371","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","026",,CHIMBOTE,"02180901902026","1371"
"1372","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","024",,CHIMBOTE,"02180901902024","1372"
"1373","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","003",,CHIMBOTE,"02180901902003","1373"
"1374","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","002",A,CHIMBOTE,02180901902002A,"1374"
"1375","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","001",A,CHIMBOTE,02180901902001A,"1375"
"1376","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","02","025",,CHIMBOTE,"02180901902025","1376"
"1377","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","026",,CHIMBOTE,"02180901903026","1377"
"1378","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","056",,CHIMBOTE,"02180901903056","1378"
"1379","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","055",,CHIMBOTE,"02180901903055","1379"
"1380","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","054",,CHIMBOTE,"02180901903054","1380"
"1381","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","025",,CHIMBOTE,"02180901903025","1381"
"1382","021809","02",ANCASH,"18",SANTA,"09",NUEVO CHIMBOTE,"0001",BUENOS AIRES,"019","03","027",,CHIMBOTE,"02180901903027","1382"
